"","M","trait","beta_EM","se_EM","p_EM","beta_MO","se_MO","p_MO"
"153","ebi-a-GCST90001543","Effector Memory CD4+ T cell %CD4+ T cell",0.0881775116395957,0.0279524728828873,0.00160745076546448,-0.010533772861336,0.0302960608478789,0.728069649124325
"154","ebi-a-GCST90001544","Effector Memory CD4+ T cell %T cell",0.0684731953971636,0.0254773062125792,0.00719642743712419,0.0405086435065137,0.0301971352170546,0.179766909420065
"155","ebi-a-GCST90001545","Terminally Differentiated CD4+ T cell Absolute Count",-0.0287809304791923,0.0332679138053089,0.386969746489611,-0.00264290637418744,0.0501039430508033,0.957932318685449
"156","ebi-a-GCST90001546","Terminally Differentiated CD4+ T cell %CD4+ T cell",-0.0218719018292408,0.0301390975057481,0.468023540622272,-0.00216795605190009,0.0491654686503456,0.964828601941158
"157","ebi-a-GCST90001547","Terminally Differentiated CD4+ T cell %T cell",-0.0316445542687275,0.0295302832771348,0.283901213796161,-0.0262712395336773,0.0239259336207838,0.27219418842671
"158","ebi-a-GCST90001548","Central Memory CD8+ T cell Absolute Count",0.0209809781573692,0.0252540273106322,0.406088138057453,-0.00928347371532103,0.0446787964030942,0.835398767642642
"159","ebi-a-GCST90001549","Central Memory CD8+ T cell %CD8+ T cell",0.0132061721544257,0.0265009408252729,0.618252574720242,-0.0602274135255529,0.0437006241723268,0.168147103937196
"160","ebi-a-GCST90001550","Central Memory CD8+ T cell %T cell",0.0228899091557411,0.0267775304849917,0.392652033660748,-0.0177286061966418,0.0514195235306233,0.730257095949759
"161","ebi-a-GCST90001551","Naive CD8+ T cell Absolute Count",-0.0276601049051608,0.0181428905681176,0.127366409169506,0.00468233812330926,0.00920246224700422,0.610882872075503
"162","ebi-a-GCST90001552","Naive CD8+ T cell %CD8+ T cell",-0.0357894718998251,0.0198972792726708,0.0720642743330389,-0.00219850294951867,0.00750368081548878,0.769529845487445
"163","ebi-a-GCST90001553","Naive CD8+ T cell %T cell",-0.0285444129286367,0.0181162958789137,0.115113215529779,0.00384840019082121,0.00772550288840325,0.618383710191833
"164","ebi-a-GCST90001554","Effector Memory CD8+ T cell Absolute Count",0.0471914561894125,0.0299638977928218,0.115269408624424,0.0102886146535933,0.0326886865780883,0.75295494919706
"165","ebi-a-GCST90001555","Effector Memory CD8+ T cell %CD8+ T cell",0.0586239360656713,0.0244491604337321,0.0164943486377652,0.0388188399332794,0.0211962869161539,0.0670411422519971
"166","ebi-a-GCST90001556","Effector Memory CD8+ T cell %T cell",0.0620838174263043,0.0275707321473037,0.0243348156029413,0.0101349234278467,0.0288429779554457,0.725301260472718
"167","ebi-a-GCST90001557","Terminally Differentiated CD8+ T cell Absolute Count",-0.00820133231248766,0.0274733931596409,0.765307008585557,0.0186829504938663,0.111644179607217,0.867099618486748
"168","ebi-a-GCST90001558","Terminally Differentiated CD8+ T cell %CD8+ T cell",-0.0137701845753048,0.0263977816162461,0.601919799904545,0.0303327284154893,0.0307377783141971,0.323729707522299
"169","ebi-a-GCST90001559","Terminally Differentiated CD8+ T cell %T cell",4.3238551019124e-05,0.0268692330110351,0.99871602745841,-0.0163842975429137,0.037172943582271,0.659387710134833
"170","ebi-a-GCST90001560","CD45RA+ CD8+ T cell Absolute Count",-0.0290360196918511,0.0231557760866259,0.209862781318731,-0.000794183626760785,0.0103274935757597,0.938703146017268
"171","ebi-a-GCST90001562","CD45RA+ CD8+ T cell %T cell",-0.0371963357299821,0.0237868327149217,0.117879489934592,-0.00465265432017631,0.00585235155843347,0.426610040089529
"172","ebi-a-GCST90001563","Central Memory CD4-CD8- T cell Absolute Count",-0.0297990422441055,0.0227945358630636,0.191114634503004,NA,NA,NA
"173","ebi-a-GCST90001564","Central Memory CD4-CD8- T cell %CD4-CD8- T cell",-0.035455182231338,0.0276084626735062,0.199066987270917,-0.0546772532815044,0.0701848978014952,0.435952707116612
"174","ebi-a-GCST90001565","Central Memory CD4-CD8- T cell %T cell",-0.0298430357766192,0.0253391642889297,0.238898883391904,0.0311039143353403,0.0339245128573744,0.359217776075315
"175","ebi-a-GCST90001566","Naive CD4-CD8- T cell Absolute Count",-0.0351560468704961,0.0261724452025733,0.17919215128473,-0.0441259396600965,0.0697659296894629,0.527069673492959
"176","ebi-a-GCST90001567","Naive CD4-CD8- T cell %CD4-CD8- T cell",-0.0345106231612954,0.0289000576743963,0.232424449747799,-0.0532957608280691,0.0507654096392907,0.293789840850953
"177","ebi-a-GCST90001568","Naive CD4-CD8- T cell %T cell",-0.0199081520390558,0.0291403229878364,0.494491673957586,-0.063510862352176,0.0744893199447915,0.393871718299032
"178","ebi-a-GCST90001569","Effector Memory CD4-CD8- T cell Absolute Count",0.0216455892562988,0.0284425992651385,0.446640872003185,-0.0561928423712044,0.0542100548650091,0.299933498493029
"179","ebi-a-GCST90001570","Effector Memory CD4-CD8- T cell %CD4-CD8- T cell",0.0145505289365769,0.0284034532611452,0.608454865910774,-0.0312137723889128,0.0294788085440281,0.289665997552677
"180","ebi-a-GCST90001571","Effector Memory CD4-CD8- T cell %T cell",0.0261135423148081,0.0279430095869762,0.350031277551552,-0.0416329385019576,0.0402304645301978,0.300733833234058
"181","ebi-a-GCST90001572","Terminally Differentiated CD4-CD8- T cell Absolute Count",0.0121546372540952,0.0278090532408033,0.662057079526696,-0.0736647358043759,0.0804398997591234,0.359785657988155
"182","ebi-a-GCST90001573","Terminally Differentiated CD4-CD8- T cell %CD4-CD8- T cell",-0.00107513485728436,0.0271559239975017,0.968419065661111,0.0595089010977441,0.0305802065451288,0.0516554499676307
"183","ebi-a-GCST90001574","Terminally Differentiated CD4-CD8- T cell %T cell",0.0191472743164332,0.0308895392206768,0.535348160543037,-0.00173691001540432,0.0377981222771495,0.963348282273651
"184","ebi-a-GCST90001575","Naive CD4+ T cell %T cell",-0.0636851706602162,0.0301745360126696,0.0348101433438774,-0.0042506314090929,0.0443413605681197,0.923630535130696
"185","ebi-a-GCST90001576","Transitional B cell %B cell",-0.0421998964866125,0.026209434263615,0.107375307732632,0.0149045381082114,0.0612120900673405,0.807625751202165
"186","ebi-a-GCST90001577","Transitional B cell Absolute Count",-0.0473170147519289,0.0282689237181022,0.0941665030562844,-0.0357186951604964,0.0567924389716823,0.529392273367577
"187","ebi-a-GCST90001578","Transitional B cell %lymphocyte",-0.0425821574949719,0.0289694129167289,0.141588676434188,-0.00965755820408267,0.0559764361580996,0.863021669389262
"188","ebi-a-GCST90001579","CD14- CD16+ monocyte Absolute Count",-0.0207018199558699,0.026100214633896,0.427680731803635,0.017469149216484,0.0445955800465467,0.69526231706184
"189","ebi-a-GCST90001580","CD14+ CD16+ monocyte Absolute Count",-0.0585088849081414,0.026250333655846,0.0258217856443851,-0.0128801972968425,0.0364141954490147,0.723553506035338
"190","ebi-a-GCST90001581","CD14- CD16- Absolute Count",0.00666332413916673,0.0325257252830356,0.83767900812453,0.00636635314952353,0.0109899126310178,0.56239310294532
"191","ebi-a-GCST90001582","CD14+ CD16- monocyte Absolute Count",-0.0321852522109151,0.0257416231492893,0.21118287453079,-0.0461691862379411,0.0643409658763358,0.473022083560087
"192","ebi-a-GCST90001583","Monocyte Absolute Count",-0.0409148117831783,0.0257294804716384,0.111791552733163,-0.0146317912952756,0.0317777031770211,0.645198946567374
"193","ebi-a-GCST90001584","CD14- CD16+ monocyte %monocyte",-0.00906301130858877,0.0258555779720185,0.725945171452239,0.0489226809388507,0.0478802596043406,0.306889098228612
"194","ebi-a-GCST90001585","CD14+ CD16+ monocyte %monocyte",-0.0528479629118946,0.0265585044925901,0.0466052928120626,-0.00983936911530869,0.0362861382458958,0.786267555054296
"195","ebi-a-GCST90001586","CD14+ CD16- monocyte %monocyte",0.0267300762838174,0.0259799620193428,0.303539451153012,-0.0059230965443976,0.0503193673745393,0.906297383008452
"196","ebi-a-GCST90001587","CD16+ monocyte %monocyte",-0.0228885959509609,0.0259872297137215,0.378445994360793,0.0192836239463449,0.0505872865247027,0.703058511158644
"197","ebi-a-GCST90001588","T/B cell",-0.00601716145105305,0.0322355502173209,0.851925428764723,0.0143661255841972,0.0511818434414117,0.778949768778055
"198","ebi-a-GCST90001589","CD4+/CD8+ T cell",-0.0227611680135329,0.0268909156461659,0.397315183890867,-0.0172889508482832,0.0557480097682094,0.756464546863248
"199","ebi-a-GCST90001590","CD4+ T cell Absolute Count",-0.00408869354164748,0.0263924571561764,0.87688516056518,0.0288190810460235,0.0413611590272461,0.485948767190229
"200","ebi-a-GCST90001591","CD4+ T cell %T cell",-0.0316586927835422,0.0267459755151124,0.236539514800223,-0.0260962589303939,0.056240663487463,0.642640215922664
"201","ebi-a-GCST90001592","CD8+ T cell Absolute Count",0.0219312964594838,0.0266605593046265,0.410728662843724,0.0256407677093465,0.0295274769629028,0.385191950842388
"202","ebi-a-GCST90001593","CD8+ T cell %T cell",0.021647918236668,0.0272876254862166,0.427589290050196,-0.0276032120483601,0.0442646942255833,0.532894039531512
"203","ebi-a-GCST90001594","CD4+CD8+ T cell Absolute Count",0.0240268517632791,0.0284559852000474,0.398473055437789,-0.0683280411928322,0.0573890642358693,0.233806399500315
"204","ebi-a-GCST90001595","CD4+CD8+ T cell %T cell",0.00880639998415774,0.0524424153413161,0.866642171411828,-0.128297762103605,0.12841161908655,0.317739787869911
"205","ebi-a-GCST90001596","CD8dim T cell Absolute Count",0.0172788814103208,0.0295078075597483,0.558164637866794,-0.0247498420005672,0.0670442759269945,0.71201094675103
"206","ebi-a-GCST90001597","CD8dim T cell %T cell",0.00973253426110652,0.0321802431722826,0.762318051190908,-0.0268794317601433,0.120251069457254,0.823124912503618
"207","ebi-a-GCST90001598","CD4-CD8- T cell Absolute Count",0.0250327035205736,0.0294542133396108,0.395388848134555,-0.0683638955919654,0.068457951255819,0.317975860857544
"208","ebi-a-GCST90001599","CD4-CD8- T cell %T cell",0.0202164442224988,0.0301140483137249,0.502010746737181,-0.0981174377093481,0.0709519246372191,0.16670408348985
"209","ebi-a-GCST90001600","Leukocyte Absolute Count",0.083115495673335,0.0447910483763315,0.0635066884912999,-0.000298923823132746,0.0720742116411554,0.996690827216367
"210","ebi-a-GCST90001601","Lymphocyte Absolute Count",0.0125819375517474,0.0263910801941717,0.633540421868699,-0.0235035428864097,0.0411822287507837,0.568189108764771
"211","ebi-a-GCST90001602","Lymphocyte %leukocyte",-0.0289943622537269,0.0264114173397903,0.272293347932345,-0.0404364202369365,0.0421470333935273,0.337350627217715
"212","ebi-a-GCST90001603","T cell Absolute Count",0.0173177494432265,0.0262269273967252,0.509058656684182,0.0194073958536923,0.062692214294991,0.756890798557465
"213","ebi-a-GCST90001604","T cell %lymphocyte",0.0113378269447471,0.0256974841228972,0.659065482190956,-0.023008918016517,0.0874457793142836,0.792456462433418
"214","ebi-a-GCST90001605","T cell %leukocyte",-0.0206456702946051,0.0261052822382973,0.429024646567064,-0.0301735785587722,0.0312189032055764,0.333785898713208
"215","ebi-a-GCST90001606","CD4+ T cell %leukocyte",-0.0306329797134391,0.0259891195844917,0.238523718177908,-0.0715501198225543,0.0733182139038901,0.329121627598065
"216","ebi-a-GCST90001607","CD8+ T cell %leukocyte",0.0228843777577158,0.0294471494791337,0.437079782495691,0.00662175710935976,0.056594530021581,0.906857293713486
"217","ebi-a-GCST90001608","CD4+CD8+ T cell %leukocyte",0.0177210273650234,0.0281464213739339,0.528955382665213,0.00996944683259015,0.0585117941054095,0.864708513076448
"218","ebi-a-GCST90001609","CD4+ CD8dim T cell Absolute Count",0.0316541173491886,0.0281147141285397,0.260211452357637,0.0446627453211145,0.0718561845944955,0.534232921250499
"219","ebi-a-GCST90001610","CD4+ CD8dim T cell %lymphocyte",0.030866794955756,0.0269657653991818,0.252347538668959,0.0535458174761115,0.0583804848930655,0.359044696587992
"220","ebi-a-GCST90001611","CD4+ CD8dim T cell %leukocyte",0.0316287439158702,0.0272847035892349,0.246369959006054,0.0551877467065274,0.0614025989567987,0.368767088933438
"221","ebi-a-GCST90001612","CD8dim T cell %leukocyte",0.0123884188981761,0.031405459511338,0.693236251072165,-0.10515972680281,0.0855424231877911,0.218948718363982
"222","ebi-a-GCST90001613","CD4-CD8- T cell %leukocyte",0.0214890667998148,0.0296484097041328,0.468576816735612,-0.00778864821419393,0.0309870306832428,0.801542072892706
"223","ebi-a-GCST90001614","CD8+ and CD8dim T cell %leukocyte",0.0204828184528254,0.0281348064465784,0.466598805165808,-0.0210257076281651,0.0636848037406053,0.741284611699473
"224","ebi-a-GCST90001615","TCRgd T cell Absolute Count",-0.00684894563585785,0.0259253912357125,0.791641941329167,-0.0130946650627893,0.0664852958734804,0.843862121686802
"225","ebi-a-GCST90001616","TCRgd T cell %T cell",-0.01769228442648,0.026565395944356,0.505417579285718,-0.0546539093677735,0.0444070490152918,0.218416939049435
"226","ebi-a-GCST90001617","TCRgd T cell %lymphocyte",-0.0146758644590503,0.0264606453646158,0.579147849574469,-0.0642272539039937,0.0480315859007131,0.181161321294356
"227","ebi-a-GCST90001618","HLA DR+ T cell Absolute Count",-0.00565809801298732,0.0285000355426209,0.842630800727991,0.00687678830580955,0.0252335190098976,0.785217654113089
"228","ebi-a-GCST90001619","HLA DR+ T cell%T cell",-0.0147564042662115,0.0243903215177703,0.545171920631299,0.0235324898693223,0.0225611742865828,0.296923965465481
"229","ebi-a-GCST90001620","HLA DR+ T cell%lymphocyte",-0.0127786002595518,0.0255627919676826,0.617152088171081,0.010877471704245,0.0234594857214317,0.642883828684936
"230","ebi-a-GCST90001621","Natural Killer T Absolute Count",0.0229895278857917,0.0266255611312113,0.387896557145023,-0.00564278127603624,0.0330476636845875,0.864422898839762
"231","ebi-a-GCST90001622","Natural Killer T %T cell",0.0226401529956823,0.0266972857806581,0.396420142602774,0.00381256474587693,0.037665839330397,0.919375220147713
"232","ebi-a-GCST90001623","Natural Killer T %lymphocyte",0.0233184508655643,0.0268534647823684,0.38519777052304,-0.0236607202170833,0.0361166952552054,0.512391372825617
"233","ebi-a-GCST90001624","HLA DR+ CD4+ T cell Absolute Count",-0.0165976213994373,0.0257441067010162,0.519111650999923,-0.0306087053802603,0.0457978321594887,0.503914046292662
"234","ebi-a-GCST90001625","HLA DR+ CD4+ T cell %T cell",-0.0308273301761073,0.0230700910150541,0.181468691341151,-0.0918764776662539,0.0587768315776912,0.118019424333373
"235","ebi-a-GCST90001626","HLA DR+ CD4+ T cell %lymphocyte",-0.0282807519746159,0.0237335120399691,0.233419793998932,-0.0150738459869942,0.0431630235570268,0.726916240890684
"236","ebi-a-GCST90001627","HLA DR+ CD8+ T cell Absolute Count",0.00296319095328161,0.0286367436543259,0.917585881897604,0.00682590423328314,0.028731890249064,0.812212756310633
"237","ebi-a-GCST90001628","HLA DR+ CD8+ T cell %T cell",-0.0036282075898032,0.0252090677116925,0.885559928395185,-0.00740025545851262,0.0219615584931293,0.736144008884475
"238","ebi-a-GCST90001629","HLA DR+ CD8+ T cell %lymphocyte",-0.00142720621143902,0.0264787264253776,0.957014750698999,0.019368217508943,0.0273694869265702,0.479158093636974
"239","ebi-a-GCST90001630","CD8+ Natural Killer T Absolute Count",0.0317512326835979,0.0264624318195607,0.230193434677199,-0.0204340597191387,0.0563127049741759,0.716703742948204
"240","ebi-a-GCST90001631","CD8+ Natural Killer T %T cell",0.0317708499843478,0.0261060363919541,0.223607076855409,0.0275394050565739,0.049222364707969,0.575827572714192
"241","ebi-a-GCST90001632","CD8+ Natural Killer T %lymphocyte",0.0331680067221128,0.0262643306448712,0.206641767442512,0.00953206528697309,0.0457278886423154,0.834876135597769
"242","ebi-a-GCST90001633","CD8dim Natural Killer T Absolute Count",0.0154600977650793,0.0261690949487608,0.554669889665482,0.0149990717231347,0.0406075319569427,0.711854385092319
"243","ebi-a-GCST90001634","CD8dim Natural Killer T %T cell",0.0138221828279435,0.0267090117576241,0.604800133792522,0.0183364909403997,0.0396830197170951,0.644028267415566
"244","ebi-a-GCST90001635","CD8dim Natural Killer T %lymphocyte",0.0148754010451981,0.0263472866924456,0.572353018435811,-0.00653118526417333,0.0445653546163549,0.88348487395518
"245","ebi-a-GCST90001636","CD4-CD8- Natural Killer T Absolute Count",0.0124381144487756,0.0420119070929656,0.767183002162511,-0.0101246612417821,0.100054003897982,0.91939807512844
"246","ebi-a-GCST90001637","CD4-CD8- Natural Killer T %T cell",0.00488585240873704,0.0268065272635197,0.855375914508768,-0.00836898034174448,0.0373555398258481,0.822729403199146
"247","ebi-a-GCST90001638","CD4-CD8- Natural Killer T %lymphocyte",0.00596416032290984,0.0270191341900876,0.825296133669102,0.00118982578642417,0.0396455622862546,0.976057821403191
"248","ebi-a-GCST90001639","CD3- lymphocyte Absolute Count",0.000804655860184502,0.0264654261688888,0.975744823364894,0.0587862001104029,0.0508143851025862,0.247320954555275
"249","ebi-a-GCST90001640","CD3- lymphocyte %lymphocyte",-0.0243027740431646,0.039949935831326,0.542968136785501,0.0452548808502311,0.149232850487707,0.761699250599938
"250","ebi-a-GCST90001641","CD3- lymphocyte %leukocyte",-0.0325468163287945,0.0267819965598137,0.224270826650256,0.0266144041065128,0.0790458979401369,0.736346398989573
"251","ebi-a-GCST90001642","B cell Absolute Count",0.0112955436339544,0.028433734341292,0.691176821556263,-0.00388496030053951,0.0474731910677048,0.93477806230231
"252","ebi-a-GCST90001643","B cell %CD3- lymphocyte",0.0169981178362366,0.0254265713558717,0.503803066016329,-0.000411000770147175,0.0162152761732765,0.979778570784027
"253","ebi-a-GCST90001644","B cell %lymphocyte",0.00730652502465436,0.0316468138647778,0.81741027150504,0.0140833700695765,0.0325079004404569,0.664848303928968
"254","ebi-a-GCST90001645","Natural Killer Absolute Count",-0.0152357098026565,0.0256681107835255,0.552802636875761,-0.00299206288736664,0.0444505002904757,0.946333130305758
"255","ebi-a-GCST90001646","Natural Killer %CD3- lymphocyte",-0.0163894034090001,0.0255272007557662,0.5208492607928,0.00561722469224763,0.0161654553831354,0.728228313162375
"256","ebi-a-GCST90001647","Natural Killer %lymphocyte",-0.022095750340134,0.0247958061471595,0.37287103630945,-0.045018497113734,0.0234244448885781,0.0546234112878306
"257","ebi-a-GCST90001648","HLA DR+ Natural Killer Absolute Count",0.00815088226436075,0.0264081635152424,0.757587707282085,-0.0107638957482661,0.0419578874998518,0.797533543093842
"258","ebi-a-GCST90001649","HLA DR+ Natural Killer %Natural Killer",0.0298692952518353,0.0269494925033851,0.267713489173806,0.00437897794179428,0.041699332359097,0.916365379974113
"259","ebi-a-GCST90001650","HLA DR+ Natural Killer  %CD3- lymphocyte",0.0211739161234273,0.0264237128017761,0.422944956998097,-0.0183958583614227,0.0346792018529453,0.595794455587108
"260","ebi-a-GCST90001651","Granulocyte Absolute Count",0.0523213704570535,0.0266818985399241,0.0498870354546556,-0.0999312299458539,0.0664097535811427,0.13238389669625
"261","ebi-a-GCST90001652","Granulocyte %leukocyte",0.0358729016736937,0.0266730277050566,0.178653332005951,0.0165505910151137,0.0645359244827486,0.797599158623778
"262","ebi-a-GCST90001653","CD28- CD4-CD8- T cell %CD4-CD8- T cell",0.00955835356632603,0.0268043943667295,0.721393888253679,-0.0612433843363754,0.0404367337431174,0.129886845952672
"263","ebi-a-GCST90001654","CD28- CD4-CD8- T cell Absolute Count",0.0145048024553512,0.0269415222641288,0.590314072677577,-0.0917894613010066,0.0355362286981267,0.00979502556498566
"264","ebi-a-GCST90001655","CD28+ CD4-CD8- T cell %T cell",0.0253912670466094,0.0243754534834744,0.297563020123148,-0.0910711887446437,0.0432561641505918,0.0352571859480369
"265","ebi-a-GCST90001656","CD28+ CD4-CD8- T cell %CD4-CD8- T cell",-0.00955835356632603,0.0268043943667295,0.721393888253679,0.0612433843363754,0.0404367337431174,0.129886845952672
"266","ebi-a-GCST90001657","CD28+ CD4-CD8- T cell Absolute Count",0.021385315953914,0.0245528556924583,0.383759075647423,-0.0335855342800494,0.068721125138624,0.625038438027483
"267","ebi-a-GCST90001658","CD39+ CD4+ T cell %T cell",0.0127185351007568,0.027061363992396,0.638363095690697,0.0100405202916604,0.0224064801662327,0.654075342398253
"268","ebi-a-GCST90001659","CD39+ CD4+ T cell %CD4+ T cell",0.0283810010945866,0.0261891156514007,0.278500266518749,0.0255568057404711,0.0335307364300788,0.445946369032871
"269","ebi-a-GCST90001660","CD39+ CD4+ T cell Absolute Count",0.0120535964342616,0.0308408606082493,0.695921391149406,0.00735912049966456,0.0363673241126092,0.839638976946358
"270","ebi-a-GCST90001661","CD28- CD8dim T cell %T cell",0.0158794007871312,0.0303772916289569,0.601155762880109,-0.0472063639336243,0.0376807593217407,0.210279384112696
"271","ebi-a-GCST90001662","CD28- CD8dim T cell %CD8dim T cell",0.00796150156904818,0.0264459471314623,0.763377832669824,-0.0629112331354309,0.0647099684013185,0.330949509025294
"272","ebi-a-GCST90001663","CD28- CD8dim T cell Absolute Count",0.00920265179916111,0.0283341506884575,0.745339933384999,-0.0145561894991403,0.0361429978443363,0.687140348275178
"273","ebi-a-GCST90001664","CD28+ CD45RA+ CD8dim T cell %T cell",-0.041799527484302,0.0263250452352962,0.112326238572168,0.00235728780367176,0.0112472458677375,0.833989243694157
"274","ebi-a-GCST90001665","CD28+ CD45RA+ CD8dim T cell %CD8dim T cell",-0.054957338560951,0.0263780603570218,0.0372103327719666,-0.00137460791727691,0.0179022546328411,0.938795326091024
"275","ebi-a-GCST90001666","CD28+ CD45RA+ CD8dim T cell Absolute Count",-0.0411173041687954,0.0251004863327312,0.10139919384221,0.00470169046959603,0.00605845741945011,0.437717067886879
"276","ebi-a-GCST90001667","CD28+ CD45RA- CD8dim T cell %T cell",0.0337604667418672,0.0252803842595218,0.181731987286951,-0.0215552815823686,0.0181911779654665,0.236044927492979
"277","ebi-a-GCST90001668","CD28+ CD45RA- CD8dim T cell %CD8dim T cell",0.0126653261381008,0.0263323371787183,0.630530750996358,-0.00534741940251633,0.0155226863514224,0.730477370456866
"278","ebi-a-GCST90001669","CD28+ CD45RA- CD8dim T cell Absolute Count",0.0321637079012302,0.0241824074604779,0.183503203066281,-0.00509970428624695,0.00767181155024091,0.50622145139782
"279","ebi-a-GCST90001670","CD39+ CD8+ T cell %T cell",0.0298580476149435,0.0281456680671213,0.28876266726327,-0.0276110709873878,0.04571400548611,0.545846381116701
"280","ebi-a-GCST90001671","CD39+ CD8+ T cell %CD8+ T cell",0.0237555005462263,0.0273752343151487,0.385518386854285,-0.021462584907071,0.0569089516572071,0.706070312381389
"281","ebi-a-GCST90001672","CD39+ CD8+ T cell Absolute Count",0.0272784036980804,0.0305854879687706,0.372460433455748,0.0325535869076283,0.0384789116643375,0.397546544475744
"282","ebi-a-GCST90001673","CD28- CD127- CD25++ CD8+ T cell %T cell",0.0155684728524151,0.02688522752562,0.562540833590251,-0.021045372579307,0.0396236839846974,0.595327904205898
"283","ebi-a-GCST90001674","CD28- CD127- CD25++ CD8+ T cell %CD8+ T cell",0.0100669805871622,0.027664389990584,0.715935139211274,0.0184139967540861,0.0387010195879254,0.634215919272377
"284","ebi-a-GCST90001675","CD28- CD127- CD25++ CD8+ T cell Absolute Count",0.00613372618424063,0.026892034895469,0.81957853048003,-0.0339210667055541,0.0517944119346432,0.5125208732601
"285","ebi-a-GCST90001676","CD28- CD25++ CD8+ T cell %T cell",-0.0199467651064782,0.0407547929648436,0.624534751901166,0.0235825698397711,0.0861304832570513,0.784237935259617
"286","ebi-a-GCST90001677","CD28- CD25++ CD8+ T cell %CD8+ T cell",-0.00059855774624656,0.0285365220186832,0.983265481077752,-0.0761893864723802,0.0523082041022139,0.145241315198327
"287","ebi-a-GCST90001678","CD28- CD25++ CD8+ T cell Absolute Count",0.00120154227575209,0.025245011341823,0.962038828751504,-0.0646532836831627,0.0411209256081483,0.115887462700419
"288","ebi-a-GCST90001679","CD25++ CD8+ T cell %T cell",0.0286018489739368,0.0322484481387129,0.375121048902776,0.0171076245103331,0.0439660297178286,0.697194731143096
"289","ebi-a-GCST90001680","CD25++ CD8+ T cell %CD8+ T cell",0.0234915572109627,0.0275346509035715,0.393568680147483,-0.0278936684560574,0.0444165456860632,0.530002793046916
"290","ebi-a-GCST90001681","CD25++ CD8+ T cell Absolute Count",0.026077902756524,0.0308555562971878,0.398021135912106,0.00230736191747905,0.040296440626805,0.954338326031123
"291","ebi-a-GCST90001682","CD127- CD8+ T cell %T cell",0.0297006577602189,0.0266616775841046,0.265286444708172,0.0149038717188814,0.0711261818777851,0.83402570799556
"292","ebi-a-GCST90001683","CD127- CD8+ T cell %CD8+ T cell",0.0192322084206708,0.025461434267516,0.45004103040179,0.0667989085397377,0.0607922751505674,0.271852753037085
"293","ebi-a-GCST90001684","CD127- CD8+ T cell Absolute Count",0.0164694432544313,0.0276343366633421,0.551190248756364,0.0982142076828031,0.0731998604261095,0.179684624246727
"294","ebi-a-GCST90001685","CD28- CD8+ T cell %T cell",0.0203760702484048,0.0262021700616438,0.436776440548474,0.0802189616920569,0.0739346904955457,0.277922718550708
"295","ebi-a-GCST90001686","CD28- CD8+ T cell %CD8+ T cell",0.0135875156002543,0.0241530309111105,0.573734916037933,0.0923257108225261,0.0547841092578646,0.0919375645947599
"296","ebi-a-GCST90001687","CD28- CD8+ T cell Absolute Count",0.0102298929795839,0.0269039460845605,0.703769020724091,0.0485071154499528,0.0558425196514715,0.385043390883028
"297","ebi-a-GCST90001688","CD28+ CD45RA+ CD8+ T cell %T cell",-0.0356373222142068,0.0196050763433132,0.0691008333647041,0.00238796545557204,0.00274958666416548,0.385130734897944
"298","ebi-a-GCST90001689","CD28+ CD45RA+ CD8+ T cell %CD8+ T cell",-0.0434252502867555,0.0202313785929768,0.0318386393936255,0.0035763004441958,0.00790328457144805,0.650902972809806
"299","ebi-a-GCST90001690","CD28+ CD45RA+ CD8+ T cell Absolute Count",-0.0314930267797957,0.018787133279118,0.0936778269685812,0.00770833829499412,0.0088721887692133,0.384945391732144
"300","ebi-a-GCST90001691","CD28+ CD45RA- CD8+ T cell %T cell",0.054861616362271,0.0282129595380258,0.0518287099474821,0.00297179271428076,0.0232663681918976,0.898363345108618
"301","ebi-a-GCST90001692","CD28+ CD45RA- CD8+ T cell %CD8+ T cell",0.0354661212120141,0.0267494973923355,0.184885670737778,0.00635933212239548,0.0154414540926929,0.680460324246246
"302","ebi-a-GCST90001693","CD28+ CD45RA- CD8+ T cell Absolute Count",0.0454428020984417,0.0293283092381695,0.121273145209475,-0.00513087934857339,0.0228375756643579,0.822237325474857
"303","ebi-a-GCST90001694","CD28- CD4-CD8- T cell %T cell",0.019729587528246,0.0274438076770525,0.47219727828124,-0.0746883342723057,0.0386523197610637,0.0533210306150896
"304","ebi-a-GCST90001695","CD45RA- CD28- CD8+ T cell Absolute Count",4.51863027942342,2.82256550481596,0.109400234078247,2.70896474659203e-05,1.33611086315422e-05,0.042611306623214
"305","ebi-a-GCST90001696","CD45RA- CD28- CD8+ T cell %CD8+ T cell",0.496956635083813,0.32847569604378,0.130300611303853,0.000936452439453064,0.000811900584057489,0.248743055108204
"306","ebi-a-GCST90001697","CD45RA- CD28- CD8+ T cell %T cell",0.263465751540039,0.140153029912573,0.0601294204495798,0.000639327726115553,0.000525261757188339,0.223543254789744
"307","ebi-a-GCST90001698","CD45RA+ CD28- CD8+ T cell Absolute Count",-3.66459030290602,3.83338694349718,0.339089053776435,-5.96102070431267e-06,8.42075177594642e-06,0.479009533775987
"308","ebi-a-GCST90001699","CD45RA+ CD28- CD8+ T cell %CD8+ T cell",-0.36739540064142,0.372163400797076,0.32355027625882,9.15689942535717e-05,0.000565537912075758,0.871372897309155
"309","ebi-a-GCST90001700","CD45RA+ CD28- CD8+ T cell %T cell",-0.0857819224106761,0.16028652978115,0.592526354953562,-0.000218099351886064,0.00035929480153229,0.543837230381259
