"","M","trait","beta_EM","se_EM","p_EM","beta_MO","se_MO","p_MO"
"21","ebi-a-GCST90001411","IgD+ CD24+ B cell %B cell",-0.000679668552189963,0.0299001596841765,0.98186463377338,-0.0474740022722712,0.056624833925302,0.401808652420379
"22","ebi-a-GCST90001412","IgD+ CD24+ B cell Absolute Count",-0.0133312496501274,0.0275440603048521,0.628387815406584,-0.0526229714574608,0.0429453637595515,0.220444517373007
"23","ebi-a-GCST90001413","IgD- CD24- B cell %B cell",0.018907475777704,0.0295449578732062,0.522201145479619,0.0269862221976379,0.0216427516353961,0.212436281651422
"24","ebi-a-GCST90001414","IgD- CD24- B cell Absolute Count",7.57507238895571e-05,0.0268785120677019,0.99775135420815,0.00430923534816693,0.0486040810919254,0.929352163247839
"25","ebi-a-GCST90001415","IgD+ CD24- B cell %B cell",-0.00422471437754328,0.0304719241754829,0.889732381784602,0.0935812650913121,0.0633571528654981,0.139664001404225
"26","ebi-a-GCST90001416","IgD+ CD24- B cell Absolute Count",-0.015383843812945,0.0292806362628458,0.599309959697698,0.00674465258407622,0.0373623313567191,0.85674425945396
"27","ebi-a-GCST90001417","CD24+ CD27+ B cell %B cell",0.00865226051460256,0.029214984366643,0.767109182111568,-0.0683863484721548,0.0483387258932617,0.157147051170831
"28","ebi-a-GCST90001418","CD24+ CD27+ B cell Absolute Count",-0.00855235724138829,0.0264740407048785,0.746659710350804,0.0408758771384402,0.0337791743622424,0.226243950646026
"29","ebi-a-GCST90001419","CD20- B cell %B cell",-0.0176919585149907,0.0271921399149544,0.515286867065887,-0.0517561342951722,0.0478285108898889,0.279199710744408
"30","ebi-a-GCST90001420","IgD- CD38+ B cell Absolute Count",-0.012995054122243,0.0252248318115565,0.606434853523671,0.0102708795560056,0.0312091683708111,0.742081502951032
"31","ebi-a-GCST90001421","CD20- B cell Absolute Count",-0.0279083060563722,0.0260297768431931,0.283644368777157,-0.0257675215340365,0.0426633155541526,0.545861112426149
"32","ebi-a-GCST90001422","CD20- CD38- B cell %B cell",0.00777893207733299,0.02565201979308,0.7617006224561,-0.0428750504298221,0.0452130137345994,0.342981821888391
"33","ebi-a-GCST90001423","CD20- CD38- B cell Absolute Count",0.001773948581509,0.0257619228072323,0.945101596620524,0.0513228638325012,0.0594022631232597,0.38759428548113
"34","ebi-a-GCST90001424","IgD+ B cell %Lymphocyte",-0.0118006867585934,0.0318325028029201,0.710852145591231,-0.0267575204522364,0.0336919508271985,0.427089838944026
"35","ebi-a-GCST90001425","IgD- CD38+ B cell %lymphocyte",-0.0101328165216237,0.0267659750184204,0.70500661067332,0.0021383018370488,0.0309933716650023,0.94499580405127
"36","ebi-a-GCST90001426","IgD- CD38dim B cell %lymphocyte",0.0162383473817717,0.0259243928314259,0.531070120858798,-0.0150838098624314,0.0426509709088575,0.723596031598825
"37","ebi-a-GCST90001427","IgD- CD38- B cell %lymphocyte",0.00403221853547382,0.0281610505390901,0.886144678569508,-0.0463152116084157,0.049651637039791,0.350921529508705
"38","ebi-a-GCST90001428","IgD- CD38dim B cell %B cell",0.038031648234686,0.0270827142473121,0.160236209890294,0.0429014301021601,0.0461375964840623,0.352444421621877
"39","ebi-a-GCST90001429","IgD+ CD38+ B cell %lymphocyte",0.000953931018742877,0.0272150932419267,0.972038640502904,-0.0544240612989711,0.0314217140351306,0.0832641986417892
"40","ebi-a-GCST90001430","IgD+ CD38dim B cell %lymphocyte",-0.0063171253592669,0.0297237149504794,0.831695039570162,0.00166852149246676,0.0375116504159101,0.964521724145045
"41","ebi-a-GCST90001431","IgD+ CD38- B cell %lymphocyte",-0.00422410726531201,0.0290505208122429,0.884390674576173,-0.0283151768576788,0.0601507390678416,0.637828577653327
"42","ebi-a-GCST90001432","Unswitched memory B cell %lymphocyte",-0.00392824988315439,0.0304272105789556,0.897275999580758,0.00955400909088487,0.0428204230847761,0.823443634337861
"43","ebi-a-GCST90001433","IgD- CD27- B cell %lymphocyte",-0.0143029032374489,0.0285575050602925,0.616479729347132,0.0215457193264083,0.0570281641848604,0.705572934957579
"44","ebi-a-GCST90001434","Switched memory B cell %lymphocyte",0.0119503310715448,0.0285205512284603,0.675210492179641,-0.0404413590090468,0.0563720594164157,0.473126842699074
